Sequence,time,Left Wheel Reading,Right Wheel Reading
20442,0.0,0,0
20443,0.0,0,0
20444,0.0,0,0
20445,0.0,0,0
20446,0.0,0,0
20447,0.1,0,4
20448,0.2,0,16
20449,0.30000000000000004,0,26
20450,0.4,0,35
20451,0.5,0,45
20452,0.6000000000000001,0,53
20453,0.7000000000000001,1,56
20454,0.8,1,56
20455,0.9,0,57
20456,1.0,0,56
20457,1.1,0,56
20458,1.2000000000000002,0,57
20459,1.3,0,56
20460,1.4000000000000001,2,56
20461,1.5,2,56
20462,1.6,1,56
20463,1.7000000000000002,0,56
20464,1.8,0,57
20465,1.9000000000000001,0,56
20466,2.0,0,56
20467,2.1,0,56
20468,2.2,0,57
20469,2.3000000000000003,0,56
20470,2.4000000000000004,0,56
20471,2.5,0,56
20472,2.6,2,56
20473,2.7,0,56
20474,2.8000000000000003,0,57
20475,2.9000000000000004,0,56
20476,3.0,0,56
20477,3.1,0,56
20478,3.2,1,58
20479,3.3000000000000003,0,56
20480,3.4000000000000004,0,56
20481,3.5,0,56
20482,3.6,0,56
20483,3.7,0,56
20484,3.8000000000000003,0,57
20485,3.9000000000000004,0,56
20486,4.0,0,56
20487,4.1000000000000005,0,56
20488,4.2,0,57
20489,4.3,0,56
20490,4.4,0,56
20491,4.5,0,56
20492,4.6000000000000005,0,56
20493,4.7,1,57
20494,4.800000000000001,1,56
20495,4.9,0,56
20496,5.0,0,56
20497,5.1000000000000005,0,56
20498,5.2,0,56
20499,5.300000000000001,0,57
20500,5.4,0,56
20501,5.5,0,56
20502,5.6000000000000005,0,56
20503,5.7,0,56
20504,5.800000000000001,0,56
20505,5.9,0,56
20506,6.0,0,56
20507,6.1000000000000005,0,56
20508,6.2,0,56
20509,6.300000000000001,0,56
20510,6.4,0,56
20511,6.5,0,56
20512,6.6000000000000005,0,56
20513,6.7,0,56
20514,6.800000000000001,0,57
20515,6.9,0,56
20516,7.0,0,56
20517,7.1000000000000005,0,56
20518,7.2,0,56
20519,7.300000000000001,0,56
20520,7.4,0,57
20521,7.5,0,55
20522,7.6000000000000005,0,57
20523,7.7,0,56
20524,7.800000000000001,0,56
20525,7.9,0,56
20526,8.0,0,56
20527,8.1,0,56
20528,8.200000000000001,0,56
20529,8.3,0,56
20530,8.4,0,56
20531,8.5,0,56
20532,8.6,0,56
20533,8.700000000000001,0,56
20534,8.8,0,56
20535,8.9,0,56
20536,9.0,0,57
20537,9.1,0,56
20538,9.200000000000001,0,56
20539,9.3,0,56
20540,9.4,0,56
20541,9.5,0,56
20542,9.600000000000001,0,56
20543,9.700000000000001,0,56
20544,9.8,0,56
20545,9.9,0,56
20546,10.0,0,56
20547,10.100000000000001,0,56
20548,10.200000000000001,0,57
20549,10.3,0,56
20550,10.4,0,56
20551,10.5,0,56
20552,10.600000000000001,0,56
20553,10.700000000000001,0,56
20554,10.8,0,56
20555,10.9,0,56
20556,11.0,0,56
20557,11.100000000000001,0,56
20558,11.200000000000001,0,56
20559,11.3,0,56
20560,11.4,0,56
20561,11.5,0,56
20562,11.600000000000001,0,56
20563,11.700000000000001,0,56
20564,11.8,0,56
20565,11.9,0,56
20566,12.0,0,56
20567,12.100000000000001,0,56
20568,12.200000000000001,0,56
20569,12.3,0,56
20570,12.4,0,56
20571,12.5,0,56
20572,12.600000000000001,0,56
20573,12.700000000000001,0,56
20574,12.8,0,56
20575,12.9,0,56
20576,13.0,0,56
20577,13.100000000000001,0,56
20578,13.200000000000001,0,56
20579,13.3,0,56
20580,13.4,0,56
20581,13.5,0,56
20582,13.600000000000001,0,56
20583,13.700000000000001,0,56
20584,13.8,0,56
20585,13.9,0,56
20586,14.0,0,56
20587,14.100000000000001,0,56
20588,14.200000000000001,0,56
20589,14.3,0,56
20590,14.4,0,56
20591,14.5,0,56
20592,14.600000000000001,0,56
20593,14.700000000000001,0,56
20594,14.8,0,57
20595,14.9,0,56
20596,15.0,0,56
